회차,추첨일,1등 당첨자수,1등 당첨금액,2등 당첨자수,2등 당첨금액,3등 당첨자수,3등 당첨금액,4등 당첨자수,4등 당첨금액,5등 당첨자수,53등 당첨금액,1번,2번,3번,4번,5번,6번,보너스
90,2004.08.21,4,"3,291,435,300원",34,"64,537,948원",1297,"1,691,820원",67888,"64,645원",1160774,"5,000원",17,20,29,35,38,44,10
89,2004.08.14,3,"4,248,321,900원",30,"70,805,365원",1340,"1,585,195원",72667,"58,463원",1261896,"5,000원",4,26,28,29,33,40,37
88,2004.08.07,4,"3,069,709,650원",31,"66,015,262원",1183,"1,729,902원",64639,"63,321원",1098115,"5,000원",1,17,20,24,30,41,27
87,2004.07.31,11,"1,799,358,055원",33,"99,964,337원",1250,"2,639,059원",54768,"120,466원",890859,"10,000원",4,12,16,23,34,43,26
86,2004.07.24,1,"14,252,186,400원",16,"148,460,275원",611,"3,887,667원",35057,"135,515원",616434,"10,000원",2,12,37,39,41,45,33
85,2004.07.17,4,"3,462,109,800원",31,"74,453,975원",823,"2,804,464원",41746,"110,577원",664492,"10,000원",6,8,13,23,31,36,21
84,2004.07.10,2,"7,669,779,000원",17,"150,387,824원",635,"4,026,131원",32402,"157,805원",582445,"10,000원",16,23,27,34,42,45,11
83,2004.07.03,2,"7,086,948,300원",15,"157,487,740원",851,"2,775,930원",45924,"102,880원",763287,"10,000원",6,10,15,17,19,34,14
82,2004.06.26,1,"14,562,494,400원",20,"121,354,120원",637,"3,810,177원",36139,"134,320원",638058,"10,000원",1,2,3,14,27,42,39
81,2004.06.19,5,"2,714,288,880원",20,"113,095,370원",1046,"2,162,436원",51654,"87,580원",787258,"10,000원",5,7,11,13,20,33,6
80,2004.06.12,1,"13,809,540,000원",16,"143,849,375원",868,"2,651,602원",40251,"114,362원",706432,"10,000원",17,18,24,25,26,30,1
79,2004.06.05,4,"3,416,443,800원",31,"73,471,910원",1196,"1,904,373원",49431,"92,154원",741871,"10,000원",3,12,24,27,30,32,14
78,2004.05.29,4,"3,519,850,000원",22,"106,662,100원",910,"2,578,600원",42450,"110,500원",716323,"10,000원",10,13,25,29,33,35,38
77,2004.05.22,3,"5,155,758,600원",19,"135,677,800원",713,"3,615,500원",37033,"139,200원",643154,"10,000원",2,18,29,32,43,44,37
76,2004.05.15,2,"7,451,022,600원",17,"146,098,400원",840,"2,956,700원",44504,"111,600원",770522,"10,000원",1,3,15,22,25,37,43
75,2004.05.08,4,"3,914,616,900원",19,"137,354,900원",817,"3,194,300원",40782,"127,900원",697174,"10,000원",2,5,24,32,34,44,28
74,2004.05.01,3,"5,284,949,800원",40,"66,061,800원",1021,"2,588,100원",48438,"109,100원",802633,"10,000원",6,15,17,18,35,40,23
73,2004.04.24,6,"2,766,662,100원",26,"106,410,000원",1363,"2,029,800원",55608,"99,500원",865131,"10,000원",3,12,18,32,40,43,38
72,2004.04.17,13,"3,260,524,600원",44,"104,081,800원",2510,"1,824,500원",113994,"80,300원",1702959,"10,000원",2,4,11,17,26,27,1
71,2004.04.10,0,0원,28,"88,745,200원",782,"3,177,500원",39516,"125,700원",659631,"10,000원",5,9,12,16,29,41,21
70,2004.04.03,3,"5,031,277,800원",14,"179,688,400원",717,"3,508,500원",36781,"136,700원",645990,"10,000원",5,19,22,25,28,43,26
69,2004.03.27,3,"4,962,712,200원",20,"124,067,800원",766,"3,239,300원",41220,"120,300원",704209,"10,000원",5,8,14,15,19,39,35
68,2004.03.20,5,"2,945,882,100원",20,"122,745,000원",754,"3,255,800원",43265,"113,400원",735760,"10,000원",10,12,15,16,26,39,38
67,2004.03.13,7,"2,114,436,500원",62,"39,787,700원",972,"2,537,900원",46740,"105,500원",748901,"10,000원",3,7,10,15,36,38,33
66,2004.03.06,4,"3,685,138,200원",19,"129,303,000원",786,"3,125,600원",40188,"122,200원",712181,"10,000원",2,3,7,17,22,24,45
65,2004.02.28,4,"3,727,945,800원",27,"92,048,000원",1003,"2,477,800원",52556,"94,500원",848960,"10,000원",4,25,33,36,40,43,39
64,2004.02.21,4,"3,899,818,000원",11,"236,352,600원",651,"3,993,600원",37117,"140,000원",654379,"10,000원",14,15,18,21,26,36,39
63,2004.02.14,2,"7,922,245,500원",26,"101,567,200원",824,"3,204,700원",41505,"127,200원",712954,"10,000원",3,20,23,36,38,40,5
62,2004.02.07,1,"15,817,286,400원",22,"119,827,900원",829,"3,179,900원",41686,"126,400원",700804,"10,000원",3,8,15,27,29,35,21
61,2004.01.31,5,"3,541,038,800원",11,"268,260,500원",789,"3,740,000원",41227,"143,100원",714784,"10,000원",14,15,19,30,38,43,8
60,2004.01.24,7,"2,172,504,600원",27,"93,873,600원",1088,"2,329,500원",45712,"110,800원",735708,"10,000원",2,8,25,36,39,42,11
59,2004.01.17,4,"4,127,587,300원",23,"119,640,200원",651,"4,226,900원",35026,"157,100원",626460,"10,000원",6,29,36,39,41,45,13
58,2004.01.10,4,"3,676,429,200원",39,"62,844,900원",1318,"1,859,600원",58215,"84,200원",880954,"10,000원",10,24,25,33,40,44,1
57,2004.01.03,4,"4,114,411,900원",25,"109,717,600원",960,"2,857,200원",44050,"124,500원",763692,"10,000원",7,10,16,25,29,44,6
56,2003.12.27,4,"3,777,570,900원",29,"86,840,700원",1359,"1,853,100원",41156,"122,300원",744566,"10,000원",10,14,30,31,33,37,19
55,2003.12.20,2,"7,088,799,600원",24,"98,455,500원",728,"3,245,700원",42550,"111,000원",746855,"10,000원",17,21,31,37,40,44,7
54,2003.12.13,3,"5,148,626,600원",15,"171,620,800원",719,"3,580,400원",34854,"147,700원",617337,"10,000원",1,8,21,27,36,39,37
53,2003.12.06,3,"5,014,371,000원",25,"100,287,400원",802,"3,126,100원",45372,"110,500원",742615,"10,000원",7,8,14,32,33,39,42
52,2003.11.29,4,"3,900,844,900원",13,"200,043,300원",669,"3,887,200원",34665,"150,000원",619109,"10,000원",2,4,15,16,20,29,1
51,2003.11.22,6,"2,421,117,000원",26,"93,119,800원",961,"2,519,300원",45707,"105,900원",706567,"10,000원",2,3,11,16,26,44,35
50,2003.11.15,3,"5,227,061,400원",14,"186,680,700원",826,"3,164,000원",40296,"129,700원",664631,"10,000원",2,10,12,15,22,44,1
49,2003.11.08,7,"1,967,504,600원",49,"46,845,300원",1487,"1,543,600원",66451,"69,000원",929635,"10,000원",4,7,16,19,33,40,30
48,2003.11.01,6,"2,415,673,600원",25,"96,626,900원",1279,"1,888,700원",58047,"83,200원",874668,"10,000원",6,10,18,26,37,38,3
47,2003.10.25,5,"3,250,042,400원",11,"246,215,300원",902,"3,002,600원",40580,"133,400원",679466,"10,000원",14,17,26,31,36,45,27
46,2003.10.18,3,"5,327,758,800원",39,"68,304,600원",1043,"2,554,000원",45243,"117,700원",745199,"10,000원",8,13,15,23,31,38,39
45,2003.10.11,2,"8,356,417,800원",27,"103,165,600원",890,"3,129,700원",45470,"122,500원",775339,"10,000원",1,10,20,27,33,35,17
44,2003.10.04,5,"3,362,155,800원",23,"121,817,200원",785,"3,569,100원",40092,"139,700원",696051,"10,000원",3,11,21,30,38,45,39
43,2003.09.27,1,"17,749,630,800원",21,"140,870,000원",926,"3,194,600원",45078,"131,200원",776043,"10,000원",6,31,35,38,39,44,1
42,2003.09.20,6,"6,899,280,100원",35,"131,479,800원",1405,"3,275,200원",79543,"115,700원",1393691,"10,000원",17,18,19,21,23,32,1
41,2003.09.13,0,0원,21,"109,404,000원",700,"3,282,100원",33805,"135,900원",583744,"10,000원",13,20,23,35,38,43,34
40,2003.09.06,13,"1,147,652,400원",44,"56,513,100원",1055,"2,356,900원",65081,"76,400원",798374,"10,000원",7,13,18,19,25,26,6
39,2003.08.30,6,"2,623,748,800원",25,"104,949,900원",699,"3,753,500원",38752,"135,400원",680975,"10,000원",6,7,13,15,21,43,8
38,2003.08.23,3,"5,374,866,400원",18,"149,301,800원",679,"3,957,900원",36377,"147,700원",681031,"10,000원",16,17,22,30,37,43,36
37,2003.08.16,3,"4,985,999,400원",20,"124,649,900원",857,"2,908,900원",46334,"107,600원",782490,"10,000원",7,27,30,33,35,37,42
36,2003.08.09,1,"16,014,475,800원",19,"140,477,800원",768,"3,475,300원",38321,"139,300원",673755,"10,000원",1,10,23,26,28,40,31
35,2003.08.02,3,"5,054,598,200원",24,"105,304,100원",933,"2,708,700원",46866,"107,800원",779854,"10,000원",2,3,11,26,37,43,39
34,2003.07.26,5,"3,056,918,000원",45,"56,609,500원",1264,"2,015,300원",68519,"74,300원",922063,"10,000원",9,26,35,37,40,42,2
33,2003.07.19,1,"14,903,517,600원",41,"60,583,400원",1063,"2,336,700원",52142,"95,200원",888943,"10,000원",4,7,32,33,40,41,9
32,2003.07.12,10,"1,634,528,300원",49,"55,596,200원",1203,"2,264,500원",52704,"103,300원",834746,"10,000원",6,14,19,25,34,44,11
31,2003.07.05,2,"8,106,672,900원",29,"93,180,100원",1130,"2,391,300원",58406,"92,500원",863641,"10,000원",7,9,18,23,28,35,32
30,2003.06.28,2,"8,728,555,500원",22,"132,250,800원",872,"3,336,600원",42319,"137,500원",710466,"10,000원",8,17,20,35,36,44,4
29,2003.06.21,5,"3,552,594,000원",17,"174,146,700원",752,"3,936,800원",42347,"139,800원",765661,"10,000원",1,5,13,34,39,40,11
28,2003.06.14,10,"1,700,361,100원",22,"128,815,200원",1164,"2,434,600원",57870,"97,900원",938483,"10,000원",9,18,23,25,35,37,1
27,2003.06.07,2,"9,543,982,500원",16,"198,832,900원",579,"5,494,500원",33509,"189,800원",625925,"10,000원",1,20,26,28,37,43,27
26,2003.05.31,5,"3,495,069,900원",39,"74,680,900원",1340,"2,173,500원",72252,"80,600원",1097093,"10,000원",4,5,7,18,20,25,31
25,2003.05.24,2,"24,227,745,300원",28,"175,267,400원",1111,"4,417,100원",58903,"166,600원",1096200,"10,000원",2,4,21,26,43,44,16
24,2003.05.17,0,0원,18,"176,023,700원",925,"3,425,300원",52777,"120,000원",755905,"10,000원",7,8,27,29,36,43,6
23,2003.05.10,4,"4,317,947,700원",23,"125,157,900원",1372,"2,098,100원",63717,"90,300원",990081,"10,000원",5,13,17,18,33,42,44
22,2003.05.03,4,"4,552,194,900원",32,"94,837,300원",827,"3,669,600원",53248,"113,900원",937961,"10,000원",4,5,6,8,17,39,25
21,2003.04.26,23,"797,475,400원",26,"117,576,500원",2008,"1,522,400원",82996,"73,600원",1155368,"10,000원",6,12,17,18,31,32,21
20,2003.04.19,1,"19,352,212,800원",14,"230,383,400원",888,"3,632,100원",48158,"133,900원",827470,"10,000원",10,14,18,20,23,30,41
19,2003.04.12,1,"40,722,959,400원",14,"297,278,500원",697,"5,971,100원",55154,"150,900원",1135991,"10,000원",6,30,38,39,40,43,26
18,2003.04.05,0,0원,15,"175,017,300원",664,"3,953,700원",38453,"136,500원",693323,"10,000원",3,12,13,19,32,35,29
17,2003.03.29,3,"5,349,491,200원",9,"297,193,900원",1142,"2,342,100원",61651,"86,700원",961162,"10,000원",3,4,9,17,32,37,1
16,2003.03.22,4,"4,377,146,100원",12,"243,174,700원",862,"3,385,200원",47255,"123,500원",870770,"10,000원",6,7,24,37,38,40,33
15,2003.03.15,1,"17,014,245,000원",16,"177,231,700원",509,"5,571,100원",39202,"144,600원",827538,"10,000원",3,4,16,30,31,37,13
14,2003.03.08,4,"9,375,048,300원",28,"130,363,400원",1421,"2,568,700원",77736,"93,900원",1341756,"10,000원",2,6,12,31,33,40,15
13,2003.03.01,0,0원,6,"433,309,300원",450,"5,777,400원",29601,"175,600원",726751,"10,000원",22,23,25,37,38,42,26
12,2003.02.22,12,"1,348,845,700원",27,"99,914,400원",1903,"1,417,500원",76845,"70,200원",1115084,"10,000원",2,11,21,25,39,45,44
11,2003.02.15,5,"4,780,152,300원",11,"362,132,700원",428,"9,307,100원",38515,"206,800원",612805,"10,000원",1,7,36,37,41,42,14
10,2003.02.08,13,"6,430,437,900원",236,"40,813,400원",11247,"856,400원",703234,"27,300원",3410846,"10,000원",9,25,30,33,41,44,6
9,2003.02.01,0,0원,4,"769,456,500원",352,"8,743,800원",23672,"260,000원",603375,"10,000원",2,4,16,17,36,39,14
8,2003.01.25,0,0원,6,"131,555,000원",348,"2,268,100원",14279,"110,500원",248242,"10,000원",8,19,25,34,37,39,9
7,2003.01.18,0,0원,9,"48,165,000원",270,"1,605,500원",13229,"65,500원",206259,"10,000원",2,9,16,25,26,40,42
6,2003.01.11,1,"6,574,451,700원",3,"196,297,600원",138,"4,267,300원",13445,"87,600원",176375,"10,000원",14,15,26,27,40,42,34
5,2003.01.04,0,0원,0,0원,42,"6,033,800원",3043,"166,500원",60434,"10,000원",16,24,29,40,41,42,3
4,2002.12.28,0,0원,1,"211,191,200원",29,"7,282,400원",2777,"152,100원",52382,"10,000원",14,27,30,31,40,42,2
3,2002.12.21,1,"2,000,000,000원",0,0원,139,"1,174,100원",5940,"54,900원",73256,"10,000원",11,16,19,21,27,31,30
2,2002.12.14,1,"2,002,006,800원",2,"94,866,800원",103,"1,842,000원",3763,"100,800원",55480,"10,000원",9,13,21,25,32,42,2
1,2002.12.07,0,0원,1,"143,934,100원",28,"5,140,500원",2537,"113,400원",40155,"10,000원",10,23,29,33,37,40,16
